Case,Activity,Timestamp,Resource,Injection
4780,New online application received,57:05.4,,
,,,,
4780,Request info,07:23.1,Manager-000005,
,,,,
4780,info received,12:43.2,,
,,,,
4780,Check for completeness,12:53.2,Clerk-000003,
,,,,
4780,Request info,15:39.7,Manager-000001,
,,,,
4780,info received,24:56.2,,
,,,,
4780,Check for completeness,25:06.2,Clerk-000002,
,,,,
4780,Perform checks,26:44.3,Clerk-000006,
,,,,
4780,Make decision,27:39.3,Manager-000002,
,,,,
4780,notify reject,28:00.5,Manager-000006,
,,,,
4780,review request received,28:34.5,,
,,,,
4780,Check for completeness,28:44.5,Clerk-000001,
,,,,
4780,Perform checks,32:43.3,Clerk-000005,
,,,,
4780,Make decision,02:40.5,Manager-000005,
,,,,
4780,notify reject,03:27.4,Manager-000001,
,,,,
4780,review request received,04:13.1,,
,,,,
4780,Check for completeness,04:23.1,Clerk-000006,
,,,,
4780,Perform checks,06:34.0,Clerk-000001,
,,,,
4780,Make decision,07:14.1,Manager-000006,
,,,,
4780,Notify accept,12:07.9,Manager-000005,
,,,,
4780,Deliver card,13:42.7,Manager-000004,
,,,,
4780,EVENT 13 END,17:30.8,,
,,,,
4782,Check for completeness,51:41.6,Clerk-000002,
,,,,
4782,New online application received,51:41.6,,
,,,,
4782,Request info,09:31.6,Manager-000003,
,,,,
4782,info received,23:01.3,,
,,,,
4782,Check for completeness,23:11.3,Clerk-000004,
,,,,
4782,Perform checks,28:05.9,Clerk-000005,
,,,,
4782,Make decision,31:11.3,Manager-000006,
,,,,
4782,Notify accept,40:24.4,Manager-000005,
,,,,
4782,Deliver card,42:28.0,Manager-000004,
,,,,
4782,EVENT 13 END,52:38.3,,
,,,,
4790,Check for completeness,54:20.2,Clerk-000002,
,,,,
4790,New online application received,54:20.2,,
,,,,
4790,Perform checks,03:14.4,Clerk-000005,
,,,,
4790,Make decision,10:51.3,Manager-000005,
,,,,
4790,Notify accept,16:30.6,Manager-000002,
,,,,
4790,Deliver card,40:49.1,Manager-000003,
,,,,
4790,EVENT 13 END,48:20.8,,
,,,,
4792,Check for completeness,45:42.0,Clerk-000003,
,,,,
4792,New online application received,45:42.0,,
,,,,
4792,Request info,03:26.2,Manager-000004,
,,,,
4792,info received,04:03.3,,
,,,,
4792,Check for completeness,04:13.3,Clerk-000006,
,,,,
4792,Perform checks,06:48.8,Clerk-000005,
,,,,
4792,Make decision,18:19.0,Manager-000002,
,,,,
4792,notify reject,30:02.1,Manager-000006,
,,,,
4792,time out,36:51.5,,
,,,,
4792,EVENT 13 END,37:01.5,,
,,,,
4796,Check for completeness,44:19.3,Clerk-000002,
,,,,
4796,New online application received,44:19.3,,
,,,,
4796,Perform checks,52:57.1,Clerk-000001,
,,,,
4796,Make decision,19:04.2,Manager-000005,
,,,,
4796,notify reject,24:49.0,Manager-000004,
,,,,
4796,time out,31:06.4,,
,,,,
4796,EVENT 13 END,31:16.4,,
,,,,
4799,Check for completeness,54:06.5,Clerk-000002,
,,,,
4799,New online application received,54:06.5,,
,,,,
4799,Request info,08:49.9,Manager-000004,
,,,,
4799,info received,12:22.4,,
,,,,
4799,Check for completeness,12:32.4,Clerk-000001,
,,,,
4799,Perform checks,21:03.8,Clerk-000002,
,,,,
4799,Make decision,42:26.9,Manager-000001,
,,,,
4799,Notify accept,59:28.1,Manager-000005,
,,,,
4799,Deliver card,01:16.2,Manager-000006,
,,,,
4799,EVENT 13 END,08:41.1,,
,,,,
4804,Check for completeness,58:55.6,Clerk-000005,
,,,,
4804,New online application received,58:55.6,,
,,,,
4804,Perform checks,03:17.7,Clerk-000006,
,,,,
4804,Make decision,15:51.5,Manager-000006,
,,,,
4804,notify reject,18:57.0,Manager-000001,
,,,,
4804,review request received,19:24.2,,
,,,,
4804,Check for completeness,19:34.2,Clerk-000001,
,,,,
4804,Request info,23:54.4,Manager-000002,
,,,,
4804,info received,30:38.8,,
,,,,
4804,Check for completeness,30:48.8,Clerk-000002,
,,,,
4804,Request info,39:19.7,Manager-000003,
,,,,
4804,info received,54:50.4,,
,,,,
4804,Check for completeness,55:00.4,Clerk-000003,
,,,,
4804,Perform checks,08:52.7,Clerk-000001,
,,,,
4804,Make decision,13:21.5,Manager-000006,
,,,,
4804,notify reject,16:27.6,Manager-000002,
,,,,
4804,time out,22:24.3,,
,,,,
4804,EVENT 13 END,22:34.3,,
,,,,
4805,Check for completeness,31:12.8,Clerk-000005,
,,,,
4805,New online application received,31:12.8,,
,,,,
4805,Perform checks,37:05.3,Clerk-000006,
,,,,
4805,Make decision,41:33.6,Manager-000006,
,,,,
4805,notify reject,41:48.7,Manager-000001,
,,,,
4805,review request received,08:50.3,,
,,,,
4805,Check for completeness,09:00.3,Clerk-000005,
,,,,
4805,Perform checks,13:50.9,Clerk-000006,
,,,,
4805,Make decision,15:33.3,Manager-000005,
,,,,
4805,Notify accept,44:51.5,Manager-000001,
,,,,
4805,Deliver card,47:21.3,Manager-000006,
,,,,
4805,EVENT 13 END,47:55.6,,
,,,,
4806,Check for completeness,11:20.0,Clerk-000002,
,,,,
4806,New online application received,11:20.0,,
,,,,
4806,Request info,22:07.1,Manager-000003,
,,,,
4806,info received,30:49.7,,
,,,,
4806,Check for completeness,30:59.7,Clerk-000004,
,,,,
4806,Request info,31:55.2,Manager-000004,
,,,,
4806,info received,47:44.6,,
,,,,
4806,Check for completeness,47:54.6,Clerk-000005,
,,,,
4806,Perform checks,59:37.5,Clerk-000004,
,,,,
4806,Make decision,05:13.6,Manager-000005,
,,,,
4806,notify reject,07:51.5,Manager-000001,
,,,,
4806,review request received,47:09.1,,
,,,,
4806,Check for completeness,47:19.1,Clerk-000001,
,,,,
4806,Request info,57:44.0,Manager-000002,
,,,,
4806,info received,00:00.0,,
,,,,
4806,Check for completeness,00:10.0,Clerk-000006,
,,,,
4806,Request info,22:45.3,Manager-000003,
,,,,
4806,info received,35:56.5,,
,,,,
4806,Check for completeness,36:06.5,Clerk-000003,
,,,,
4806,Request info,40:43.9,Manager-000005,
,,,,
4806,info received,40:47.6,,
,,,,
4806,Check for completeness,40:57.6,Clerk-000005,
,,,,
4806,Request info,45:40.5,Manager-000001,
,,,,
4806,info received,57:52.1,,
,,,,
4806,Check for completeness,58:02.1,Clerk-000002,
,,,,
4806,Request info,15:42.1,Manager-000004,
,,,,
4806,info received,21:13.7,,
,,,,
4806,Check for completeness,21:23.7,Clerk-000006,
,,,,
4806,Request info,25:51.0,Manager-000006,
,,,,
4806,info received,36:18.2,,
,,,,
4806,Check for completeness,36:28.2,Clerk-000005,
,,,,
4806,Request info,49:54.1,Manager-000001,
,,,,
4806,info received,00:25.1,,
,,,,
4806,Check for completeness,00:35.1,Clerk-000004,
,,,,
4806,Perform checks,03:39.8,Clerk-000003,
,,,,
4806,Make decision,11:39.7,Manager-000006,
,,,,
4806,notify reject,14:48.3,Manager-000002,
,,,,
4806,time out,40:58.2,,
,,,,
4806,EVENT 13 END,41:08.2,,
,,,,
4810,Check for completeness,26:10.8,Clerk-000003,
,,,,
4810,New online application received,26:10.8,,
,,,,
4810,Request info,31:08.7,Manager-000002,
,,,,
4810,info received,46:35.7,,
,,,,
4810,Check for completeness,46:45.7,Clerk-000002,
,,,,
4810,Request info,11:20.2,Manager-000004,
,,,,
4810,info received,35:55.5,,
,,,,
4810,Check for completeness,36:05.5,Clerk-000002,
,,,,
4810,Perform checks,41:13.5,Clerk-000006,
,,,,
4810,Make decision,19:13.3,Manager-000002,
,,,,
4810,notify reject,23:57.1,Manager-000001,
,,,,
4810,review request received,25:06.8,,
,,,,
4810,Check for completeness,25:16.8,Clerk-000002,
,,,,
4810,Request info,38:18.2,Manager-000002,
,,,,
4810,info received,41:07.1,,
,,,,
4810,Check for completeness,41:17.1,Clerk-000001,
,,,,
4810,Request info,50:16.7,Manager-000001,
,,,,
4810,info received,53:36.1,,
,,,,
4810,Check for completeness,53:46.1,Clerk-000003,
,,,,
4810,Request info,55:59.0,Manager-000006,
,,,,
4810,info received,58:00.5,,
,,,,
4810,Check for completeness,58:10.5,Clerk-000004,
,,,,
4810,Perform checks,03:27.6,Clerk-000006,
,,,,
4810,Make decision,19:05.7,Manager-000004,
,,,,
4810,Notify accept,20:56.9,Manager-000002,
,,,,
4810,Deliver card,27:20.8,Manager-000001,
,,,,
4810,EVENT 13 END,27:25.1,,
,,,,
4821,Check for completeness,18:34.1,Clerk-000003,
,,,,
4821,New online application received,18:34.1,,
,,,,
4821,Request info,33:11.5,Manager-000005,
,,,,
4821,info received,44:46.2,,
,,,,
4821,Check for completeness,44:56.2,Clerk-000004,
,,,,
4821,Perform checks,48:59.4,Clerk-000005,
,,,,
4821,Make decision,05:06.2,Manager-000004,
,,,,
4821,notify reject,17:24.3,Manager-000002,
,,,,
4821,time out,17:45.7,,
,,,,
4821,EVENT 13 END,17:55.7,,
,,,,
4830,Check for completeness,31:58.7,Clerk-000003,
,,,,
4830,New online application received,31:58.7,,
,,,,
4830,Request info,39:02.2,Manager-000004,
,,,,
4830,info received,53:39.8,,
,,,,
4830,Check for completeness,53:49.8,Clerk-000005,
,,,,
4830,Perform checks,58:13.0,Clerk-000001,
,,,,
4830,Make decision,11:22.3,Manager-000006,
,,,,
4830,Notify accept,16:25.9,Manager-000004,
,,,,
4830,Deliver card,42:28.4,Manager-000001,
,,,,
4830,EVENT 13 END,55:20.2,,
,,,,
4836,Check for completeness,31:26.7,Clerk-000001,
,,,,
4836,New online application received,31:26.7,,
,,,,
4836,Request info,39:16.4,Manager-000002,
,,,,
4836,info received,42:09.4,,
,,,,
4836,Check for completeness,42:19.4,Clerk-000004,
,,,,
4836,Perform checks,46:35.0,Clerk-000006,
,,,,
4836,Make decision,49:31.2,Manager-000003,
,,,,
4836,notify reject,57:25.3,Manager-000004,
,,,,
4836,review request received,10:16.5,,
,,,,
4836,Check for completeness,10:26.5,Clerk-000002,
,,,,
4836,Perform checks,17:09.5,Clerk-000001,
,,,,
4836,Make decision,23:42.7,Manager-000005,
,,,,
4836,Notify accept,26:57.9,Manager-000002,
,,,,
4836,Deliver card,55:29.9,Manager-000001,
,,,,
4836,EVENT 13 END,02:10.3,,
,,,,
4837,Check for completeness,01:59.9,Clerk-000003,
,,,,
4837,New online application received,01:59.9,,
,,,,
4837,Request info,19:36.5,Manager-000001,
,,,,
4837,info received,21:49.8,,
,,,,
4837,Check for completeness,21:59.8,Clerk-000005,
,,,,
4837,Request info,34:27.7,Manager-000003,
,,,,
4837,info received,39:57.9,,
,,,,
4837,Check for completeness,40:07.9,Clerk-000002,
,,,,
4837,Request info,49:27.0,Manager-000006,
,,,,
4837,info received,53:47.6,,
,,,,
4837,Check for completeness,53:57.6,Clerk-000003,
,,,,
4837,Perform checks,16:14.5,Clerk-000004,
,,,,
4837,Make decision,25:07.9,Manager-000006,
,,,,
4837,notify reject,25:55.0,Manager-000002,
,,,,
4837,review request received,29:48.4,,
,,,,
4837,Check for completeness,29:58.4,Clerk-000001,
,,,,
4837,Request info,44:32.3,Manager-000001,
,,,,
4837,info received,52:22.1,,
,,,,
4837,Check for completeness,52:32.1,Clerk-000006,
,,,,
4837,Perform checks,13:28.6,Clerk-000004,
,,,,
4837,Make decision,17:56.8,Manager-000005,
,,,,
4837,notify reject,27:00.9,Manager-000006,
,,,,
4837,review request received,40:29.5,,
,,,,
4837,Check for completeness,40:39.5,Clerk-000002,
,,,,
4837,Request info,54:45.5,Manager-000001,
,,,,
4837,info received,59:17.2,,
,,,,
4837,Check for completeness,59:27.2,Clerk-000006,
,,,,
4837,Request info,59:49.5,Manager-000005,
,,,,
4837,info received,27:13.2,,
,,,,
4837,Check for completeness,27:23.2,Clerk-000001,
,,,,
4837,Request info,39:19.1,Manager-000006,
,,,,
4837,info received,56:18.4,,
,,,,
4837,Check for completeness,56:28.4,Clerk-000002,
,,,,
4837,Perform checks,59:21.4,Clerk-000004,
,,,,
4837,Make decision,08:43.5,Manager-000004,
,,,,
4837,Notify accept,10:14.6,Manager-000001,
,,,,
4837,Deliver card,22:08.7,Manager-000006,
,,,,
4837,EVENT 13 END,25:48.2,,
,,,,
4839,Check for completeness,55:11.5,Clerk-000003,
,,,,
4839,New online application received,55:11.5,,
,,,,
4839,Perform checks,00:29.3,Clerk-000001,
,,,,
4839,Make decision,06:56.9,Manager-000003,
,,,,
4839,Notify accept,07:35.3,Manager-000006,
,,,,
4839,Deliver card,18:10.0,Manager-000001,
,,,,
4839,EVENT 13 END,19:43.7,,
,,,,
4840,Check for completeness,59:52.3,Clerk-000004,
,,,,
4840,New online application received,59:52.3,,
,,,,
4840,Perform checks,05:58.5,Clerk-000005,
,,,,
4840,Make decision,14:58.5,Manager-000004,
,,,,
4840,notify reject,15:59.7,Manager-000003,
,,,,
4840,time out,21:54.6,,
,,,,
4840,EVENT 13 END,22:04.6,,
,,,,
4856,Check for completeness,24:44.1,Clerk-000004,
,,,,
4856,New online application received,24:44.1,,
,,,,
4856,Perform checks,20:09.5,Clerk-000006,
,,,,
4856,Make decision,24:01.6,Manager-000004,
,,,,
4856,notify reject,26:18.6,Manager-000002,
,,,,
4856,time out,45:28.8,,
,,,,
4856,EVENT 13 END,45:38.8,,
,,,,
4858,Check for completeness,27:18.8,Clerk-000003,
,,,,
4858,New online application received,27:18.8,,
,,,,
4858,Perform checks,48:48.9,Clerk-000005,
,,,,
4858,Make decision,05:26.0,Manager-000005,
,,,,
4858,Notify accept,34:54.0,Manager-000001,
,,,,
4858,Deliver card,36:03.7,Manager-000004,
,,,,
4858,EVENT 13 END,41:56.6,,
,,,,
4865,Check for completeness,43:14.5,Clerk-000006,
,,,,
4865,New online application received,43:14.5,,
,,,,
4865,Perform checks,52:21.5,Clerk-000001,
,,,,
4865,Make decision,00:58.2,Manager-000003,
,,,,
4865,Notify accept,01:31.3,Manager-000006,
,,,,
4865,Deliver card,02:55.2,Manager-000004,
,,,,
4865,EVENT 13 END,04:53.1,,
,,,,
4866,Check for completeness,47:01.9,Clerk-000003,
,,,,
4866,New online application received,47:01.9,,
,,,,
4866,Perform checks,53:00.8,Clerk-000005,
,,,,
4866,Make decision,01:13.8,Manager-000003,
,,,,
4866,notify reject,01:52.1,Manager-000006,
,,,,
4866,review request received,02:40.5,,
,,,,
4866,Check for completeness,02:50.5,Clerk-000006,
,,,,
4866,Request info,08:36.6,Manager-000004,
,,,,
4866,info received,12:27.0,,
,,,,
4866,Check for completeness,12:37.0,Clerk-000002,
,,,,
4866,Request info,15:22.1,Manager-000001,
,,,,
4866,info received,21:44.1,,
,,,,
4866,Check for completeness,21:54.1,Clerk-000001,
,,,,
4866,Perform checks,26:47.8,Clerk-000004,
,,,,
4866,Make decision,31:51.7,Manager-000005,
,,,,
4866,notify reject,39:58.7,Manager-000002,
,,,,
4866,review request received,45:51.6,,
,,,,
4866,Check for completeness,46:01.6,Clerk-000005,
,,,,
4866,Perform checks,47:18.4,Clerk-000006,
,,,,
4866,Make decision,57:44.7,Manager-000003,
,,,,
4866,Notify accept,00:15.2,Manager-000006,
,,,,
4866,Deliver card,16:57.6,Manager-000005,
,,,,
4866,EVENT 13 END,19:57.2,,
,,,,
4867,Check for completeness,40:02.9,Clerk-000003,
,,,,
4867,New online application received,40:02.9,,
,,,,
4867,Perform checks,53:01.5,Clerk-000002,
,,,,
4867,Make decision,13:40.6,Manager-000004,
,,,,
4867,notify reject,16:56.3,Manager-000001,
,,,,
4867,time out,20:03.4,,
,,,,
4867,EVENT 13 END,20:13.4,,
,,,,
4874,Check for completeness,45:54.8,Clerk-000002,
,,,,
4874,New online application received,45:54.8,,
,,,,
4874,Perform checks,05:03.7,Clerk-000004,
,,,,
4874,Make decision,06:47.5,Manager-000006,
,,,,
4874,Notify accept,26:28.1,Manager-000001,
,,,,
4874,Deliver card,27:32.8,Manager-000003,
,,,,
4874,EVENT 13 END,58:14.7,,
,,,,
4877,Check for completeness,28:03.7,Clerk-000003,
,,,,
4877,New online application received,28:03.7,,
,,,,
4877,Perform checks,31:55.3,Clerk-000001,
,,,,
4877,Make decision,34:14.4,Manager-000002,
,,,,
4877,Notify accept,45:23.9,Manager-000004,
,,,,
4877,Deliver card,56:08.2,Manager-000006,
,,,,
4877,EVENT 13 END,04:21.6,,
,,,,
4883,Check for completeness,48:58.6,Clerk-000006,
,,,,
4883,New online application received,48:58.6,,
,,,,
4883,Request info,02:21.9,Manager-000003,
,,,,
4883,info received,04:54.8,,
,,,,
4883,Check for completeness,05:04.8,Clerk-000004,
,,,,
4883,Perform checks,15:06.4,Clerk-000003,
,,,,
4883,Make decision,16:11.3,Manager-000005,
,,,,
4883,Notify accept,20:10.1,Manager-000004,
,,,,
4883,Deliver card,23:38.4,Manager-000006,
,,,,
4883,EVENT 13 END,26:45.4,,
,,,,
4887,Check for completeness,03:29.2,Clerk-000004,
,,,,
4887,New online application received,03:29.2,,
,,,,
4887,Perform checks,20:25.9,Clerk-000003,
,,,,
4887,Make decision,30:40.9,Manager-000004,
,,,,
4887,notify reject,32:19.9,Manager-000001,
,,,,
4887,time out,39:12.1,,
,,,,
4887,EVENT 13 END,39:22.1,,
,,,,
4896,Check for completeness,06:55.4,Clerk-000006,
,,,,
4896,New online application received,06:55.4,,
,,,,
4896,Perform checks,19:18.3,Clerk-000004,
,,,,
4896,Make decision,33:25.6,Manager-000005,
,,,,
4896,Notify accept,02:18.9,Manager-000004,
,,,,
4896,Deliver card,24:09.1,Manager-000001,
,,,,
4896,EVENT 13 END,27:27.8,,
,,,,
4903,Check for completeness,08:19.7,Clerk-000005,
,,,,
4903,New online application received,08:19.7,,
,,,,
4903,Perform checks,59:45.4,Clerk-000003,
,,,,
4903,Make decision,04:58.5,Manager-000006,
,,,,
4903,Notify accept,13:02.5,Manager-000005,
,,,,
4903,Deliver card,27:45.8,Manager-000002,
,,,,
4903,EVENT 13 END,30:11.6,,
,,,,
4907,Check for completeness,15:21.5,Clerk-000002,
,,,,
4907,New online application received,15:21.5,,
,,,,
4907,Request info,32:01.3,Manager-000001,
,,,,
4907,info received,33:11.4,,
,,,,
4907,Check for completeness,33:21.4,Clerk-000005,
,,,,
4907,Request info,46:56.9,Manager-000003,
,,,,
4907,info received,54:13.0,,
,,,,
4907,Check for completeness,54:23.0,Clerk-000004,
,,,,
4907,Request info,15:39.4,Manager-000006,
,,,,
4907,info received,24:09.6,,
,,,,
4907,Check for completeness,24:19.6,Clerk-000005,
,,,,
4907,Request info,36:07.5,Manager-000004,
,,,,
4907,info received,48:03.6,,
,,,,
4907,Check for completeness,48:13.6,Clerk-000001,
,,,,
4907,Perform checks,59:12.9,Clerk-000006,
,,,,
4907,Make decision,00:41.2,Manager-000005,
,,,,
4907,Notify accept,03:25.0,Manager-000002,
,,,,
4907,Deliver card,05:19.6,Manager-000003,
,,,,
4907,EVENT 13 END,08:05.9,,
,,,,
4910,Check for completeness,47:06.2,Clerk-000005,
,,,,
4910,New online application received,47:06.2,,
,,,,
4910,Request info,54:51.4,Manager-000005,
,,,,
4910,info received,59:51.4,,
,,,,
4910,Check for completeness,00:01.4,Clerk-000001,
,,,,
4910,Request info,04:24.7,Manager-000003,
,,,,
4910,info received,24:00.0,,
,,,,
4910,Check for completeness,24:10.0,Clerk-000006,
,,,,
4910,Request info,43:01.6,Manager-000001,
,,,,
4910,info received,48:44.9,,
,,,,
4910,Check for completeness,48:54.9,Clerk-000002,
,,,,
4910,Request info,53:38.6,Manager-000002,
,,,,
4910,info received,14:49.7,,
,,,,
4910,Check for completeness,14:59.7,Clerk-000002,
,,,,
4910,Request info,15:42.5,Manager-000004,
,,,,
4910,info received,17:02.9,,
,,,,
4910,Check for completeness,17:12.9,Clerk-000003,
,,,,
4910,Request info,19:10.0,Manager-000006,
,,,,
4910,info received,41:38.5,,
,,,,
4910,Check for completeness,41:48.5,Clerk-000002,
,,,,
4910,Request info,46:07.0,Manager-000001,
,,,,
4910,info received,47:41.4,,
,,,,
4910,Check for completeness,47:51.4,Clerk-000003,
,,,,
4910,Request info,51:01.3,Manager-000004,
,,,,
4910,info received,08:24.0,,
,,,,
4910,Check for completeness,08:34.0,Clerk-000002,
,,,,
4910,Request info,09:00.9,Manager-000001,
,,,,
4910,info received,26:36.8,,
,,,,
4910,Check for completeness,26:46.8,Clerk-000001,
,,,,
4910,Perform checks,33:35.8,Clerk-000004,
,,,,
4910,Make decision,55:55.4,Manager-000004,
