Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
4350.0,time out,NaT,,,0,,,,,
4350.0,EVENT 13 END,NaT,,,0,,,,,
4350.0,info received,NaT,,,0,,,,,
4350.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4350.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4350.0,New online application received,NaT,,,0,,,,,
4350.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4350.0,Perform checks,NaT,Clerk-000004,,0,,,,,
4350.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
4352.0,Make decision,2025-05-31 07:22:48,Manager-000006,,0,,,,,
4352.0,Check for completeness,2025-05-31 09:33:30,Clerk-000002,,0,,,,,
4352.0,New online application received,2025-05-31 09:33:30,,,0,,,,,
4352.0,Notify accept,NaT,Manager-000001,,0,,,,,
4352.0,Deliver card,NaT,Manager-000005,,0,,,,,
4352.0,Request info,NaT,Manager-000004,,0,,,,,
4352.0,EVENT 13 END,NaT,,,0,,,,,
4352.0,info received,NaT,,,0,,,,,
4352.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4352.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4352.0,Make decision,NaT,Manager-000001,,0,,,,,
4352.0,notify reject,NaT,Manager-000005,,0,,,,,
4352.0,review request received,NaT,,,0,,,,,
4352.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4352.0,Perform checks,NaT,Clerk-000004,,0,,,,,
4352.0,Check for completeness,NaT,Clerk-000001,,1,Perform checks,Random swap,,,
4352.0,Perform checks,NaT,Clerk-000004,,1,Check for completeness,Random swap,,,
4352.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4352.0,Check for completeness,NaT,Clerk-000004,,1,info received,Random swap,,,
4354.0,Make decision,2025-05-31 05:58:30,Manager-000005,,0,,,,,
4354.0,Make decision,2025-05-31 05:58:30,Manager-000005,,1,Make decision,Random delete (for augmentation only),,,
4354.0,Check for completeness,2025-05-31 16:44:18,Clerk-000001,,0,,,,,
4354.0,New online application received,2025-05-31 16:44:18,,,0,,,,,
4354.0,Perform checks,2025-05-31 18:24:42,Clerk-000004,,0,,,,,
4354.0,notify reject,2025-05-31 21:02:36,Manager-000004,,0,,,,,
4354.0,Make decision,NaT,Manager-000002,,0,,,,,
4354.0,time out,NaT,,,0,,,,,
4354.0,EVENT 13 END,NaT,,,0,,,,,
4354.0,notify reject,NaT,Manager-000006,,0,,,,,
4354.0,Request info,NaT,Manager-000004,,0,,,,,
4354.0,review request received,NaT,,,0,,,,,
4354.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4354.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4354.0,info received,NaT,,,0,,,,,
4354.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4354.0,review request received,NaT,,,1,review request received,Random delete (for augmentation only),,,
4354.0,Make decision,NaT,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
4354.0,time out,NaT,,,1,time out,Random delete (for augmentation only),,,
4367.0,Check for completeness,2025-05-31 02:10:18,Clerk-000004,,0,,,,,
4367.0,New online application received,2025-05-31 02:10:18,,,0,,,,,
4367.0,Perform checks,2025-05-31 09:12:24,Clerk-000006,,0,,,,,
4367.0,Make decision,2025-05-31 10:03:18,Manager-000002,,0,,,,,
4367.0,Make decision,2025-05-31 10:03:18,Manager-000002,,1,notify reject,Random swap,,,
4367.0,notify reject,2025-05-31 12:21:54,Manager-000003,,0,,,,,
4367.0,notify reject,2025-05-31 12:21:54,Manager-000003,,1,Make decision,Random swap,,,
4367.0,time out,2025-05-31 17:02:00,,,0,,,,,
4367.0,EVENT 13 END,2025-05-31 17:12:00,,,0,,,,,
4371.0,info received,2025-05-31 01:30:00,,,0,,,,,
4371.0,Check for completeness,2025-05-31 01:40:00,Clerk-000003,,0,,,,,
4371.0,Perform checks,2025-05-31 10:34:24,Clerk-000005,,0,,,,,
4371.0,Make decision,2025-05-31 13:26:18,Manager-000004,,0,,,,,
4371.0,Make decision,2025-05-31 13:26:18,Manager-000004,,1,Make decision,Random delete (for augmentation only),,,
4371.0,Notify accept,2025-05-31 13:37:00,Manager-000003,,0,,,,,
4371.0,Deliver card,2025-05-31 17:07:12,Manager-000002,,0,,,,,
4371.0,EVENT 13 END,2025-05-31 21:56:06,,,0,,,,,
4371.0,info received,NaT,,,0,,,,,
4371.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4371.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4371.0,New online application received,NaT,,,0,,,,,
4371.0,Request info,NaT,Manager-000003,,0,,,,,
4371.0,info received,NaT,,,0,,,,,
4371.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4371.0,Request info,NaT,Manager-000005,,0,,,,,
4371.0,Request info,NaT,Manager-000001,,0,,,,,
4371.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
4374.0,Check for completeness,2025-05-31 01:08:54,Clerk-000004,,0,,,,,
4374.0,New online application received,2025-05-31 01:08:54,,,0,,,,,
4374.0,Request info,2025-05-31 01:09:12,Manager-000004,,0,,,,,
4374.0,Request info,2025-05-31 01:09:12,Manager-000004,,1,info received,Random swap,,,
4374.0,info received,2025-05-31 12:54:18,,,0,,,,,
4374.0,info received,2025-05-31 12:54:18,,,1,Request info,Random swap,,,
4374.0,Check for completeness,2025-05-31 13:04:18,Clerk-000002,,0,,,,,
4374.0,Deliver card,2025-05-31 16:30:00,Manager-000001,,0,,,,,
4374.0,EVENT 13 END,2025-05-31 21:21:18,,,0,,,,,
4374.0,EVENT 13 END,2025-05-31 21:21:18,,,1,Perform checks,Random swap,,,
4374.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4374.0,Make decision,NaT,Manager-000003,,0,,,,,
4374.0,Notify accept,NaT,Manager-000002,,0,,,,,
4374.0,Perform checks,NaT,Clerk-000006,,1,EVENT 13 END,Random swap,,,
4382.0,Check for completeness,2025-05-31 17:23:24,Clerk-000001,,0,,,,,
4382.0,New online application received,2025-05-31 17:23:24,,,0,,,,,
4382.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4382.0,Make decision,NaT,Manager-000005,,0,,,,,
4382.0,Notify accept,NaT,Manager-000001,,0,,,,,
4382.0,Deliver card,NaT,Manager-000004,,0,,,,,
4382.0,EVENT 13 END,NaT,,,0,,,,,
4382.0,Perform checks,NaT,Clerk-000002,,1,Perform checks,Random delete (for augmentation only),,,
4383.0,EVENT 13 END,2025-05-31 01:33:06,,,0,,,,,
4383.0,EVENT 13 END,2025-05-31 01:33:06,,,1,Check for completeness,Random swap,,,
4383.0,Check for completeness,2025-05-31 15:22:54,Clerk-000005,,0,,,,,
4383.0,New online application received,2025-05-31 15:22:54,,,0,,,,,
4383.0,Check for completeness,2025-05-31 15:22:54,Clerk-000005,,1,EVENT 13 END,Random swap,,,
4383.0,Request info,2025-05-31 17:00:54,Manager-000003,,0,,,,,
4383.0,Notify accept,NaT,Manager-000005,,0,,,,,
4383.0,info received,NaT,,,0,,,,,
4383.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4383.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4383.0,Make decision,NaT,Manager-000004,,0,,,,,
4383.0,Deliver card,NaT,Manager-000002,,0,,,,,
4383.0,Check for completeness,NaT,Clerk-000002,,1,Perform checks,Random swap,,,
4383.0,Perform checks,NaT,Clerk-000003,,1,Check for completeness,Random swap,,,
4401.0,Check for completeness,2025-05-31 00:25:12,Clerk-000003,,0,,,,,
4401.0,New online application received,2025-05-31 00:25:12,,,0,,,,,
4401.0,Request info,2025-05-31 05:24:06,Manager-000005,,0,,,,,
4401.0,EVENT 13 END,2025-05-31 06:04:30,,,0,,,,,
4401.0,info received,2025-05-31 09:11:30,,,0,,,,,
4401.0,Check for completeness,2025-05-31 09:21:30,Clerk-000005,,0,,,,,
4401.0,Perform checks,2025-05-31 12:11:48,Clerk-000004,,0,,,,,
4401.0,Make decision,NaT,Manager-000004,,0,,,,,
4401.0,Request info,NaT,Manager-000002,,0,,,,,
4401.0,Notify accept,NaT,Manager-000005,,0,,,,,
4401.0,Deliver card,NaT,Manager-000001,,0,,,,,
4401.0,info received,NaT,,,0,,,,,
4401.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4401.0,Make decision,NaT,Manager-000004,,1,Make decision,Random delete (for augmentation only),,,
4403.0,info received,2025-05-31 03:11:18,,,0,,,,,
4403.0,Check for completeness,2025-05-31 03:21:18,Clerk-000002,,0,,,,,
4403.0,review request received,2025-05-31 04:51:24,,,0,,,,,
4403.0,Check for completeness,2025-05-31 05:01:24,Clerk-000003,,0,,,,,
4403.0,Check for completeness,2025-05-31 05:01:24,Clerk-000003,,1,Check for completeness,Random delete (for augmentation only),,,
4403.0,Perform checks,2025-05-31 09:48:18,Clerk-000006,,0,,,,,
4403.0,Request info,2025-05-31 10:06:00,Manager-000001,,0,,,,,
4403.0,info received,2025-05-31 13:18:12,,,0,,,,,
4403.0,Check for completeness,2025-05-31 13:28:12,Clerk-000006,,0,,,,,
4403.0,Request info,2025-05-31 14:17:30,Manager-000005,,0,,,,,
4403.0,Perform checks,2025-05-31 19:18:12,Clerk-000005,,0,,,,,
4403.0,Perform checks,2025-05-31 19:18:12,Clerk-000005,,1,Perform checks,Random delete (for augmentation only),,,
4403.0,Make decision,2025-05-31 20:28:36,Manager-000003,,0,,,,,
4403.0,info received,2025-05-31 20:29:12,,,0,,,,,
4403.0,Check for completeness,2025-05-31 20:39:12,Clerk-000002,,0,,,,,
4403.0,notify reject,2025-05-31 21:03:48,Manager-000001,,0,,,,,
4403.0,Make decision,NaT,Manager-000002,,0,,,,,
4403.0,Notify accept,NaT,Manager-000006,,0,,,,,
4403.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4403.0,New online application received,NaT,,,0,,,,,
4403.0,review request received,NaT,,,0,,,,,
4403.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4403.0,Deliver card,NaT,Manager-000003,,0,,,,,
4403.0,Perform checks,NaT,Clerk-000001,,0,,,,,
4403.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4403.0,EVENT 13 END,NaT,,,0,,,,,
4403.0,Make decision,NaT,Manager-000005,,0,,,,,
4403.0,Request info,NaT,Manager-000002,,0,,,,,
4403.0,Make decision,NaT,Manager-000003,,0,,,,,
4403.0,notify reject,NaT,Manager-000006,,0,,,,,
4403.0,info received,NaT,,,0,,,,,
4403.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4403.0,notify reject,NaT,Manager-000001,,0,,,,,
4403.0,review request received,NaT,,,0,,,,,
4403.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4403.0,Request info,NaT,Manager-000006,,0,,,,,
4403.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
4403.0,Deliver card,NaT,Manager-000003,,1,Perform checks,Random swap,,,
4403.0,Perform checks,NaT,Clerk-000001,,1,Deliver card,Random swap,,,
4403.0,Make decision,NaT,Manager-000003,,1,notify reject,Random swap,,,
4403.0,notify reject,NaT,Manager-000006,,1,Make decision,Random swap,,,
4403.0,Notify accept,NaT,Manager-000006,,1,Notify accept,Random delete (for augmentation only),,,
4408.0,Notify accept,2025-05-31 00:37:30,Manager-000006,,0,,,,,
4408.0,Deliver card,2025-05-31 09:10:00,Manager-000003,,0,,,,,
4408.0,Check for completeness,2025-05-31 10:25:36,Clerk-000001,,0,,,,,
4408.0,New online application received,2025-05-31 10:25:36,,,0,,,,,
4408.0,EVENT 13 END,2025-05-31 12:55:30,,,0,,,,,
4408.0,Request info,2025-05-31 14:49:18,Manager-000002,,0,,,,,
4408.0,info received,NaT,,,0,,,,,
4408.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4408.0,Request info,NaT,Manager-000004,,0,,,,,
4408.0,info received,NaT,,,0,,,,,
4408.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4408.0,info received,NaT,,,0,,,,,
4408.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4408.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4408.0,Request info,NaT,Manager-000001,,0,,,,,
4408.0,Make decision,NaT,Manager-000005,,0,,,,,
4408.0,Request info,NaT,Manager-000004,,1,Request info,Random delete (for augmentation only),,,
4408.0,Check for completeness,NaT,Clerk-000003,,1,Request info,Random swap,,,
4408.0,Request info,NaT,Manager-000004,,1,Check for completeness,Random swap,,,
4416.0,Check for completeness,2025-05-31 02:07:36,Clerk-000002,,0,,,,,
4416.0,New online application received,2025-05-31 02:07:36,,,0,,,,,
4416.0,Check for completeness,2025-05-31 02:07:36,Clerk-000002,,1,New online application received,Random swap,,,
4416.0,New online application received,2025-05-31 02:07:36,,,1,Check for completeness,Random swap,,,
4416.0,Notify accept,2025-05-31 03:32:00,Manager-000003,,0,,,,,
4416.0,Deliver card,2025-05-31 05:16:36,Manager-000001,,0,,,,,
4416.0,Request info,2025-05-31 10:00:00,Manager-000005,,0,,,,,
4416.0,info received,2025-05-31 10:28:18,,,0,,,,,
4416.0,info received,2025-05-31 10:28:18,,,1,info received,Random delete (for augmentation only),,,
4416.0,Check for completeness,2025-05-31 10:38:18,Clerk-000004,,0,,,,,
4416.0,Request info,2025-05-31 14:10:42,Manager-000003,,0,,,,,
4416.0,info received,2025-05-31 18:43:54,,,0,,,,,
4416.0,info received,2025-05-31 18:43:54,,,1,info received,Random delete (for augmentation only),,,
4416.0,Check for completeness,2025-05-31 18:53:54,Clerk-000005,,0,,,,,
4416.0,Perform checks,2025-05-31 19:16:24,Clerk-000003,,0,,,,,
4416.0,Request info,2025-05-31 19:27:24,Manager-000004,,0,,,,,
4416.0,EVENT 13 END,2025-05-31 21:00:36,,,0,,,,,
4416.0,Make decision,NaT,Manager-000001,,0,,,,,
4416.0,info received,NaT,,,0,,,,,
4416.0,notify reject,NaT,Manager-000002,,0,,,,,
4416.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4416.0,review request received,NaT,,,0,,,,,
4416.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4416.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4416.0,Request info,NaT,Manager-000006,,0,,,,,
4416.0,info received,NaT,,,0,,,,,
4416.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4416.0,Make decision,NaT,Manager-000006,,0,,,,,
4416.0,Check for completeness,NaT,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
4416.0,Perform checks,NaT,Clerk-000006,,1,Perform checks,Random delete (for augmentation only),,,
4416.0,Check for completeness,NaT,Clerk-000001,,1,Make decision,Random swap,,,
4416.0,Make decision,NaT,Manager-000006,,1,Check for completeness,Random swap,,,
4418.0,Request info,2025-05-31 04:47:12,Manager-000004,,0,,,,,
4418.0,Request info,2025-05-31 04:47:12,Manager-000004,,1,info received,Random swap,,,
4418.0,info received,2025-05-31 07:11:18,,,0,,,,,
4418.0,info received,2025-05-31 07:11:18,,,1,Request info,Random swap,,,
4418.0,Check for completeness,2025-05-31 07:21:18,Clerk-000003,,0,,,,,
4418.0,Perform checks,2025-05-31 10:08:54,Clerk-000004,,0,,,,,
4418.0,Make decision,NaT,Manager-000002,,0,,,,,
4418.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4418.0,New online application received,NaT,,,0,,,,,
4418.0,Notify accept,NaT,Manager-000006,,0,,,,,
4418.0,Deliver card,NaT,Manager-000003,,0,,,,,
4418.0,EVENT 13 END,NaT,,,0,,,,,
4421.0,Make decision,2025-05-31 01:36:42,Manager-000002,,0,,,,,
4421.0,Make decision,2025-05-31 01:36:42,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
4421.0,Notify accept,NaT,Manager-000001,,0,,,,,
4421.0,Deliver card,NaT,Manager-000006,,0,,,,,
4421.0,EVENT 13 END,NaT,,,0,,,,,
4421.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4421.0,New online application received,NaT,,,0,,,,,
4421.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4421.0,Deliver card,NaT,Manager-000006,,1,EVENT 13 END,Random swap,,,
4421.0,EVENT 13 END,NaT,,,1,Deliver card,Random swap,,,
4429.0,Perform checks,2025-05-31 01:00:24,Clerk-000005,,0,,,,,
4429.0,Make decision,2025-05-31 06:36:36,Manager-000002,,0,,,,,
4429.0,notify reject,2025-05-31 08:14:12,Manager-000004,,0,,,,,
4429.0,notify reject,2025-05-31 08:14:12,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
4429.0,time out,NaT,,,0,,,,,
4429.0,EVENT 13 END,NaT,,,0,,,,,
4429.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4429.0,New online application received,NaT,,,0,,,,,
4429.0,Request info,NaT,Manager-000006,,0,,,,,
4429.0,info received,NaT,,,0,,,,,
4429.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4433.0,Request info,2025-05-31 01:14:42,Manager-000006,,0,,,,,
4433.0,info received,2025-05-31 04:03:06,,,0,,,,,
4433.0,Check for completeness,2025-05-31 04:13:06,Clerk-000002,,0,,,,,
4433.0,Perform checks,2025-05-31 13:38:12,Clerk-000004,,0,,,,,
4433.0,Check for completeness,2025-05-31 20:56:00,Clerk-000003,,0,,,,,
4433.0,New online application received,2025-05-31 20:56:00,,,0,,,,,
4433.0,Check for completeness,2025-05-31 20:56:00,Clerk-000003,,1,New online application received,Random swap,,,
4433.0,New online application received,2025-05-31 20:56:00,,,1,Check for completeness,Random swap,,,
4433.0,Make decision,NaT,Manager-000005,,0,,,,,
4433.0,Notify accept,NaT,Manager-000001,,0,,,,,
4433.0,Request info,NaT,Manager-000001,,0,,,,,
4433.0,info received,NaT,,,0,,,,,
4433.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4433.0,Deliver card,NaT,Manager-000003,,0,,,,,
4433.0,EVENT 13 END,NaT,,,0,,,,,
4433.0,Check for completeness,NaT,Clerk-000001,,1,Check for completeness,Random delete (for augmentation only),,,
4433.0,Deliver card,NaT,Manager-000003,,1,EVENT 13 END,Random swap,,,
4433.0,EVENT 13 END,NaT,,,1,Deliver card,Random swap,,,
4434.0,Make decision,2025-05-31 00:53:24,Manager-000003,,0,,,,,
4434.0,Make decision,2025-05-31 00:53:24,Manager-000003,,1,Notify accept,Random swap,,,
4434.0,Notify accept,2025-05-31 01:21:30,Manager-000004,,0,,,,,
4434.0,Notify accept,2025-05-31 01:21:30,Manager-000004,,1,Make decision,Random swap,,,
4434.0,Deliver card,2025-05-31 16:42:54,Manager-000002,,0,,,,,
4434.0,EVENT 13 END,NaT,,,0,,,,,
4434.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4434.0,New online application received,NaT,,,0,,,,,
4434.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4434.0,Check for completeness,NaT,Clerk-000006,,1,New online application received,Random swap,,,
4434.0,New online application received,NaT,,,1,Check for completeness,Random swap,,,
4441.0,Check for completeness,2025-05-31 12:12:36,Clerk-000004,,0,,,,,
4441.0,New online application received,2025-05-31 12:12:36,,,0,,,,,
4441.0,Check for completeness,2025-05-31 12:12:36,Clerk-000004,,1,Check for completeness,Random delete (for augmentation only),,,
4441.0,New online application received,2025-05-31 12:12:36,,,1,Perform checks,Random swap,,,
4441.0,Perform checks,2025-05-31 13:24:30,Clerk-000003,,0,,,,,
4441.0,Perform checks,2025-05-31 13:24:30,Clerk-000003,,1,New online application received,Random swap,,,
4441.0,Make decision,2025-05-31 15:58:12,Manager-000002,,0,,,,,
4441.0,Notify accept,2025-05-31 18:37:42,Manager-000001,,0,,,,,
4441.0,Deliver card,NaT,Manager-000003,,0,,,,,
4441.0,EVENT 13 END,NaT,,,0,,,,,
4444.0,Make decision,2025-05-31 02:47:48,Manager-000005,,0,,,,,
4444.0,Notify accept,NaT,Manager-000001,,0,,,,,
4444.0,Deliver card,NaT,Manager-000003,,0,,,,,
4444.0,EVENT 13 END,NaT,,,0,,,,,
4444.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4444.0,New online application received,NaT,,,0,,,,,
4444.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4444.0,EVENT 13 END,NaT,,,1,EVENT 13 END,Random delete (for augmentation only),,,
4444.0,Perform checks,NaT,Clerk-000005,,1,Perform checks,Random delete (for augmentation only),,,
4445.0,Check for completeness,2025-05-31 00:30:30,Clerk-000004,,0,,,,,
4445.0,New online application received,2025-05-31 00:30:30,,,0,,,,,
4445.0,Perform checks,2025-05-31 03:54:06,Clerk-000003,,0,,,,,
4445.0,Perform checks,2025-05-31 03:54:06,Clerk-000003,,1,Perform checks,Random delete (for augmentation only),,,
4445.0,Make decision,2025-05-31 05:47:12,Manager-000006,,0,,,,,
4445.0,notify reject,2025-05-31 12:29:00,Manager-000002,,0,,,,,
4445.0,review request received,2025-05-31 22:00:24,,,0,,,,,
4445.0,Check for completeness,2025-05-31 22:10:24,Clerk-000006,,0,,,,,
4445.0,Perform checks,2025-05-31 22:50:42,Clerk-000001,,0,,,,,
4445.0,Make decision,NaT,Manager-000004,,0,,,,,
4445.0,Notify accept,NaT,Manager-000005,,0,,,,,
4445.0,Deliver card,NaT,Manager-000003,,0,,,,,
4445.0,EVENT 13 END,NaT,,,0,,,,,
4445.0,Make decision,NaT,Manager-000004,,1,Notify accept,Random swap,,,
4445.0,Notify accept,NaT,Manager-000005,,1,Make decision,Random swap,,,
4446.0,Request info,2025-05-31 09:15:00,Manager-000006,,0,,,,,
4446.0,Request info,2025-05-31 16:08:06,Manager-000004,,0,,,,,
4446.0,info received,2025-05-31 21:07:30,,,0,,,,,
4446.0,Check for completeness,2025-05-31 21:17:30,Clerk-000006,,0,,,,,
4446.0,Check for completeness,2025-05-31 21:17:30,Clerk-000006,,1,Check for completeness,Random delete (for augmentation only),,,
4446.0,Perform checks,2025-05-31 21:22:30,Clerk-000001,,0,,,,,
4446.0,Make decision,NaT,Manager-000005,,0,,,,,
4446.0,info received,NaT,,,0,,,,,
4446.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4446.0,notify reject,NaT,Manager-000003,,0,,,,,
4446.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4446.0,New online application received,NaT,,,0,,,,,
4446.0,Request info,NaT,Manager-000001,,0,,,,,
4446.0,Request info,NaT,Manager-000002,,0,,,,,
4446.0,info received,NaT,,,0,,,,,
4446.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4446.0,time out,NaT,,,0,,,,,
